player_id,nfl_team,team_id,year,round,pick,name,position,height,weight,hometown
653,Philadelphia,99,2013,3,5,Bennie Logan,Defensive Tackle,74,309,Coushatta(LA)
654,Cleveland,21,2013,3,6,Leon McFadden,Cornerback,70,193,Inglewood(CA)
655,Tennessee,41,2013,3,8,Blidi Wreh-Wilson,Cornerback,73,195,Edinboro(PA)
656,Los Angeles,30,2013,3,9,T.J. McDonald,Safety,75,219,Fresno(CA)
657,New York,2309,2013,3,10,Brian Winters,Offensive Guard,76,318,Hudson(OH)
658,Tampa Bay,152,2013,3,11,Mike Glennon,Quarterback,79,225,Centreville(VA)
659,Dallas,239,2013,3,12,Terrance Williams,Wide Receiver,74,208,Dallas(TX)
660,Los Angeles,25,2013,3,14,Keenan Allen,Wide Receiver,74,206,Greensboro(NC)
661,Miami,2633,2013,3,15,Dallas Thomas,Offensive Guard,78,306,Baton Rouge(LA)
662,Buffalo,251,2013,3,16,Marquise Goodwin,Wide Receiver,69,183,Garland(TX)
663,Pittsburgh,204,2013,3,17,Markus Wheaton,Wide Receiver,71,189,Chandler(AZ)
664,New York,245,2013,3,19,Damontre Moore,Defensive End,77,250,Rowlett(TX)
665,New Orleans,61,2013,3,20,John Jenkins,Defensive Tackle,76,346,Meriden(CT)
666,Cincinnati,61,2013,3,22,Shawn Williams,Safety,72,213,Damascus(GA)
667,Washington,57,2013,3,23,Jordan Reed,Tight End,75,236,New London(CT)
668,Indianapolis,356,2013,3,24,Hugh Thornton,Offensive Guard,75,320,Oberlin(OH)
669,Seattle,213,2013,3,25,Jordan Hill,Defensive Tackle,73,303,Steelton(PA)
670,San Francisco,2,2013,3,26,Corey Lemonier,Defensive End,75,255,Hialeah(FL)
671,Houston,153,2013,3,27,Brennan Williams,Offensive Tackle,78,318,West Roxbury(MA)
672,Denver,58,2013,3,28,Kayvon Webster,Cornerback,71,195,Opa Locka(FL)
673,Los Angeles,277,2013,3,30,Stedman Bailey,Wide Receiver,70,193,Miramar(FL)
674,Miami,328,2013,3,31,Will Davis,Cornerback,71,186,Spokane(WA)
675,Houston,99,2013,3,33,Sam Montgomery,Defensive End,75,262,Greenwood(SC)
676,Kansas City,8,2013,3,34,Knile Davis,Running Back,71,227,Missouri City(TX)
677,Tennessee,142,2013,3,35,Zaviar Gooden,Outside Linebacker,74,234,Pflugerville(TX)
678,Philadelphia,30,2013,4,1,Matt Barkley,Quarterback,75,227,Newport Beach(CA)
679,Kansas City,333,2013,4,2,Nico Johnson,Inside Linebacker,74,248,Andalusia(AL)
680,Tampa Bay,356,2013,4,3,Akeem Spence,Defensive Tackle,73,307,Fort Walton Beach(FL)
681,Jacksonville,2579,2013,4,4,Ace Sanders,Wide Receiver,67,173,Bradenton(FL)
682,New England,2628,2013,4,5,Josh Boyce,Wide Receiver,71,206,Copperas Cove(TX)
683,Arizona,251,2013,4,6,Alex Okafor,Defensive End,77,264,Pflugerville(TX)
684,Miami,57,2013,4,7,Jelani Jenkins,Outside Linebacker,73,243,Olney(MD)
685,Buffalo,2440,2013,4,8,Duke Williams,Safety,71,203,Reno(NV)
686,Miami,127,2013,4,9,Dion Sims,Tight End,77,262,Detroit(MI)
687,Tennessee,25,2013,4,10,Brian Schwenke,Center,75,314,Oceanside(CA)
688,Green Bay,38,2013,4,12,David Bakhtiari,Offensive Tackle,76,299,Burlingame(CA)
689,New York,183,2013,4,13,Ryan Nassib,Quarterback,74,227,West Chester(PA)
690,Pittsburgh,183,2013,4,14,Shamarko Thomas,Safety,69,213,Virginia Beach(VA)
691,Las Vegas,8,2013,4,15,Tyler Wilson,Quarterback,74,215,Greenwood(AR)
692,Los Angeles,333,2013,4,16,Barrett Jones,Center,77,306,Memphis(TN)
693,Pittsburgh,201,2013,4,18,Landry Jones,Quarterback,76,225,Artesia(NM)
694,Cincinnati,245,2013,4,21,Sean Porter,Outside Linebacker,73,229,Schertz(TX)
695,Washington,278,2013,4,22,Phillip Thomas,Safety,73,208,Bakersfield(CA)
696,Minnesota,213,2013,4,23,Gerald Hodges,Outside Linebacker,73,243,Paulsboro(NJ)
697,Indianapolis,30,2013,4,24,Khaled Holmes,Center,75,302,Santa Ana (CA)
698,Seattle,2306,2013,4,26,Chris Harper,Wide Receiver,73,229,Wichita(KS)
699,Houston,41,2013,4,27,Trevardo Williams,Defensive End,73,241,Bridgeport(CT)
700,Green Bay,26,2013,4,28,Johnathan Franklin,Running Back,70,205,Los Angeles(CA)
701,Tampa Bay,127,2013,4,29,William Gholston,Defensive End,78,281,Detroit(MI)
702,Atlanta,228,2013,4,30,Malliciah Goodman,Defensive End,76,276,Florence(SC)
703,San Francisco,2348,2013,4,31,Quinton Patton,Wide Receiver,72,204,La Vergne(TN)
704,Baltimore,194,2013,4,32,John Simon,Defensive End,74,257,Youngstown(OH)
705,San Francisco,2579,2013,4,34,Marcus Lattimore,Running Back,71,221,Duncan(SC)
706,Detroit,2579,2013,4,35,Devin Taylor,Defensive End,79,266,Beaufort(SC)
707,Atlanta,24,2013,4,36,Levine Toilolo,Tight End,80,260,La Mesa(CA)
708,Kansas City,61,2013,5,1,Sanders Commings,Cornerback,72,216,Augusta(GA)
709,Jacksonville,130,2013,5,2,Denard Robinson,Wide Receiver,71,199,Deerfield Beach(FL)
710,Philadelphia,152,2013,5,3,Earl Wolff,Safety,71,209,Raeford(NC)
712,Seattle,99,2013,5,5,Tharold Simon,Cornerback,74,202,Eunice(LA)
713,Arizona,24,2013,5,7,Stepfan Taylor,Running Back,69,214,Mansfield(TX)
714,New York,258,2013,5,8,Oday Aboushi,Offensive Guard,77,308,Staten Island(NY)
715,Tennessee,99,2013,5,9,Lavar Edwards,Defensive End,76,277,Gretna(LA)
716,Buffalo,228,2013,5,10,Jonathan Meeks,Safety,73,211,Rock Hill(SC)
717,New Orleans,201,2013,5,11,Kenny Stills,Wide Receiver,73,194,Encinitas(CA)
718,Los Angeles,25,2013,5,12,Steve Williams,Cornerback,69,181,Dallas(TX)
719,Denver,98,2013,5,13,Quanterus Smith,Defensive End,77,250,Loganville(GA)
720,Tampa Bay,2084,2013,5,14,Steven Means,Outside Linebacker,75,251,Buffalo(NY)
721,Carolina,66,2013,5,15,A.J. Klein,Inside Linebacker,73,250,Kimberly(WI)
722,Los Angeles,2390,2013,5,16,Brandon McGee,Cornerback,71,193,Plantation(FL)
723,Pittsburgh,356,2013,5,17,Terry Hawthorne,Cornerback,72,195,East St. Louis(IL)
724,Dallas,197,2013,5,18,Joseph Randle,Running Back,72,204,Wichita(KS)
725,Atlanta,2628,2013,5,20,Stansly Maponga,Defensive End,74,256,Carrolton(TX)
726,Washington,52,2013,5,21,Chris Thompson,Running Back,67,192,Greenville(FL)
727,Minnesota,26,2013,5,22,Jeff Locke,Punter,73,209,Glendale(AZ)
728,Cincinnati,2305,2013,5,23,Tanner Hawkinson,Offensive Tackle,77,298,McPherson(KS)
729,San Francisco,333,2013,5,24,Quinton Dial,Defensive End,77,318,Pinson(AL)
730,Seattle,242,2013,5,25,Luke Willson,Tight End,77,252,LaSalle(ON)
731,Green Bay,2294,2013,5,26,Micah Hyde,Cornerback,72,197,Fostoria(OH)
732,Denver,61,2013,5,28,Tavarres King,Wide Receiver,72,189,Mount Airy(GA)
733,Washington,52,2013,5,29,Brandon Jenkins,Outside Linebacker,75,251,Tallahassee(FL)
734,Chicago,2348,2013,5,30,Jordan Mills,Offensive Tackle,77,316,Napoleonville(LA)
735,Miami,57,2013,5,31,Mike Gillislee,Running Back,71,208,DeLand(FL)
736,Miami,57,2013,5,33,Caleb Sturgis,Place Kicker,70,188,St. Augustine(FL)
737,Green Bay,344,2013,5,34,Josh Boyd,Defensive Tackle,75,310,Philadelphia(MS)
738,Detroit,259,2013,6,3,Corey Fuller,Wide Receiver,74,204,Baltimore(MD)
739,Las Vegas,38,2013,6,4,Nick Kasa,Tight End,78,269,Thornton(CO)
740,Denver,259,2013,6,5,Vinston Painter,Offensive Tackle,76,306,Norfolk(VA)
741,Arizona,245,2013,6,6,Ryan Swope,Wide Receiver,72,205,Austin(TX)
742,Houston,23,2013,6,8,David Quessenberry,Offensive Tackle,77,302,Carlsbad(CA)
743,Buffalo,52,2013,6,9,Dustin Hopkins,Place Kicker,74,193,Houston(TX)
744,San Francisco,52,2013,6,12,Nick Moody,Outside Linebacker,73,236,Wyncote(PA)
745,Las Vegas,2116,2013,6,13,Latavius Murray,Running Back,75,224,Nedrow(NY)
746,Carolina,2483,2013,6,14,Kenjon Barner,Running Back,69,196,Riverside(CA)
747,Las Vegas,2633,2013,6,16,Mychal Rivera,Tight End,75,242,Valencia(CA)
748,Dallas,2579,2013,6,17,DeVonte Holloman,Outside Linebacker,73,243,Charlotte(NC)
749,Arizona,228,2013,6,19,Andre Ellington,Running Back,69,199,Moncks Corner(SC)
750,Chicago,61,2013,6,20,Cornelius Washington,Defensive End,76,265,Hephzibah(GA)
751,Tampa Bay,2390,2013,6,21,Mike James,Running Back,62,223,Hanies City(FL)
752,Cincinnati,158,2013,6,22,Rex Burkhead,Running Back,70,214,Plano(TX)
753,Washington,61,2013,6,23,Bacarri Rambo,Safety,73,211,Donalsonville(GA)
754,Indianapolis,2483,2013,6,24,John Boyett,Safety,70,204,Napa(CA)
755,Seattle,99,2013,6,26,Spencer Ware,Running Back,70,228,Cincinnati(OH)
756,Minnesota,26,2013,6,28,Jeff Baca,Offensive Guard,75,302,Mission Viego(CA)
757,Cincinnati,8,2013,6,29,Cobi Hamilton,Wide Receiver,74,212,Texarkana(TX)
758,Baltimore,87,2013,6,32,Kapron Lewis-Moore,Defensive End,76,298,Weatherford(TX)
759,Houston,41,2013,6,33,Ryan Griffin,Tight End,78,247,Londonderry(NH)
760,Tennessee,2440,2013,6,34,Khalid Wooten,Cornerback,71,211,Rialto(CA)
761,Kansas City,2306,2013,6,36,Braden Wilson,Fullback,76,251,Smith Center(KS)
762,Las Vegas,201,2013,6,37,Stacy McGee,Defensive Tackle,75,308,Muskogee(OK)
763,Pittsburgh,52,2013,6,38,Vince Williams,Inside Linebacker,73,247,Davenport(FL)
764,Jacksonville,166,2013,7,2,Jeremy Harris,Cornerback,74,181,Dorsey(CA)
765,Las Vegas,21,2013,7,3,Brice Butler,Wide Receiver,75,199,Norcross(GA)
766,Detroit,333,2013,7,5,Michael Williams,Tight End,78,269,Reform(AL)
767,Philadelphia,254,2013,7,6,Joe Kruger,Defensive End,78,269,Orem(UT)
768,Minnesota,213,2013,7,7,Michael Mauti,Inside Linebacker,74,243,Mandeville(LA)
769,Minnesota,153,2013,7,8,Travis Bond,Offensive Guard,78,329,Windsor(NC)
770,New York,154,2013,7,9,Tommy Bohanon,Fullback,73,246,North Fort Myers(FL)
771,Philadelphia,204,2013,7,12,Jordan Poyer,Cornerback,72,191,Astoria(OR)
772,Arizona,6212,2013,7,13,D.C. Jefferson,Tight End,78,255,Winter Haven(FL)
773,Seattle,238,2013,7,14,Ryan Seymour,Offensive Guard,76,297,Kingsland(GA)
774,Buffalo,8,2013,7,16,Chris Gragg,Tight End,75,244,Warren(AR)
775,Green Bay,120,2013,7,18,Kevin Dorsey,Wide Receiver,73,211,Forestville(MD)
776,New York,195,2013,7,19,Eric Herman,Offensive Guard,76,320,Oregon(OH)
777,New England,356,2013,7,20,Michael Buchanan,Defensive End,77,255,Homewood(IL)
778,Washington,6212,2013,7,22,Jawan Jamison,Running Back,67,203,Stark(FL)
779,Minnesota,52,2013,7,23,Everett Dawkins,Defensive Tackle,74,292,Spartanburg(SC)
780,Indianapolis,328,2013,7,24,Kerwynn Williams,Running Back,68,195,Las Vegas(NV)
781,Denver,193,2013,7,28,Zac Dysert,Quarterback,75,231,Ada(OH)
782,Chicago,265,2013,7,30,Marquess Wilson,Wide Receiver,75,194,Tulare(CA)
783,Philadelphia,201,2013,7,33,David King,Defensive End,77,281,Houston(TX)
784,Cincinnati,194,2013,7,34,Reid Fragel,Offensive Tackle,80,308,Grosse Pointe Farms(MI)
785,Atlanta,2116,2013,7,37,Kemal Ishmael,Safety,71,201,Miami(FL)
786,Atlanta,87,2013,7,38,Zeke Motta,Safety,74,213,Vero Beach(FL)
787,San Francisco,66,2013,7,40,Carter Bykowski,Offensive Tackle,79,303,Eden Prairie(MN)
788,Baltimore,25,2013,7,41,Marc Anthony,Cornerback,71,196,Chandler(AZ)
789,Tennessee,158,2013,7,42,Daimion Stafford,Safety,72,221,Norco(CA)
790,Atlanta,150,2013,7,43,Sean Renfree,Quarterback,75,219,Scottsdale(AZ)
791,Cincinnati,2579,2013,7,45,T.J. Johnson,Center,76,310,Aynor(SC)
792,New York,113,2013,7,47,Michael Cox,Running Back,72,220,Dorchester(MA)
793,Indianapolis,2579,2013,7,48,Justice Cunningham,Tight End,75,258,Pageland(SC)
794,Houston,2579,2014,1,1,Jadeveon Clowney,Defensive End,77,266,Rock Hill(SC)
795,Los Angeles,2,2014,1,2,Greg Robinson,Offensive Tackle,77,332,Thibodaux(LA)
796,Jacksonville,2116,2014,1,3,Blake Bortles,Quarterback,77,232,Oviedo(FL)
797,Buffalo,228,2014,1,4,Sammy Watkins,Wide Receiver,73,211,Fort Myers(FL)
798,Las Vegas,2084,2014,1,5,Khalil Mack,Outside Linebacker,75,251,Fort Pierce(FL)
799,Atlanta,245,2014,1,6,Jake Matthews,Offensive Tackle,78,308,Missouri City(TX)
800,Tampa Bay,245,2014,1,7,Mike Evans,Wide Receiver,77,231,Galveston(TX)
801,Cleveland,197,2014,1,8,Justin Gilbert,Cornerback,72,202,Huntsville(TX)
802,Minnesota,26,2014,1,9,Anthony Barr,Outside Linebacker,77,255,San Pedro(CA)
803,Detroit,153,2014,1,10,Eric Ebron,Tight End,76,250,Greensboro(NC)
804,Tennessee,130,2014,1,11,Taylor Lewan,Offensive Tackle,79,309,Cave Creek(AZ)
805,New York,99,2014,1,12,Odell Beckham Jr.,Wide Receiver,71,198,New Orleans(LA)
806,Los Angeles,221,2014,1,13,Aaron Donald,Defensive Tackle,73,285,Pittsburgh(PA)
807,Chicago,259,2014,1,14,Kyle Fuller,Cornerback,72,190,Baltimore(MD)
808,Pittsburgh,194,2014,1,15,Ryan Shazier,Outside Linebacker,73,237,Pompano Beach(FL)
809,Dallas,87,2014,1,16,Zack Martin,Offensive Tackle,76,308,Indianapolis(IN)
810,Baltimore,333,2014,1,17,C.J. Mosley,Inside Linebacker,74,234,Theodore(AL)
811,New York,97,2014,1,18,Calvin Pryor,Safety,71,207,Port St. Joe(FL)
812,Miami,2633,2014,1,19,Ja'Wuan James,Offensive Tackle,78,311,Suwanee(GA)
813,New Orleans,204,2014,1,20,Brandin Cooks,Wide Receiver,70,189,Stockton(CA)
814,Green Bay,333,2014,1,21,Ha Ha Clinton-Dix,Safety,73,208,Orlando(FL)
815,Cleveland,245,2014,1,22,Johnny Manziel,Quarterback,72,207,Kerrville(TX)
816,Kansas City,2,2014,1,23,Dee Ford,Defensive End,74,244,Odenville(AL)
817,Cincinnati,127,2014,1,24,Darqueze Dennard,Cornerback,71,199,Dry Branch(GA)
818,Los Angeles,2628,2014,1,25,Jason Verrett,Cornerback,70,189,Fairfield(CA)
819,Philadelphia,97,2014,1,26,Marcus Smith,Defensive End,75,251,Columbus(GA)
820,Arizona,265,2014,1,27,Deone Bucannon,Safety,73,211,Fairfield(CA)
821,Carolina,52,2014,1,28,Kelvin Benjamin,Wide Receiver,77,240,Belle Glade(FL)
822,New England,57,2014,1,29,Dominique Easley,Defensive Tackle,74,288,Staten Island(NY)
823,San Francisco,2459,2014,1,30,Jimmie Ward,Safety,71,193,Mobile(AL)
824,Denver,194,2014,1,31,Bradley Roby,Cornerback,71,194,Suwanee(GA)
825,Minnesota,97,2014,1,32,Teddy Bridgewater,Quarterback,74,214,Miami(FL)
826,Houston,26,2014,2,1,Xavier Su'a-Filo,Offensive Guard,76,307,Pleasant Grove(UT)
827,Dallas,68,2014,2,2,Demarcus Lawrence,Outside Linebacker,75,251,Aiken(SC)
828,Cleveland,2440,2014,2,3,Joel Bitonio,Offensive Tackle,76,302,Long Beach(CA)
829,Las Vegas,278,2014,2,4,Derek Carr,Quarterback,74,214,Bakersfield(CA)
830,Atlanta,135,2014,2,5,Ra'Shede Hageman,Defensive Tackle,78,310,Minneapolis(MN)
831,Tampa Bay,264,2014,2,6,Austin Seferian-Jenkins,Tight End,78,262,Fox Island(WA)
832,Jacksonville,30,2014,2,7,Marqise Lee,Wide Receiver,72,192,Inglewood(CA)
833,Detroit,252,2014,2,8,Kyle Van Noy,Outside Linebacker,75,243,Reno(NV)
834,Los Angeles,52,2014,2,9,Lamarcus Joyner,Cornerback,68,184,Ft. Lauderdale(FL)
835,Philadelphia,238,2014,2,10,Jordan Matthews,Wide Receiver,75,212,Madison(AL)
836,New York,36,2014,2,11,Weston Richburg,Center,75,298,Amarillo(TX)
837,Buffalo,333,2014,2,12,Cyrus Kouandjio,Offensive Tackle,79,322,Hyattsville(MD)
838,Seattle,38,2014,2,13,Paul Richardson,Wide Receiver,72,175,Los Angeles(CA)
839,Pittsburgh,87,2014,2,14,Stephon Tuitt,Defensive End,78,304,Monroe(GA)
840,Washington,24,2014,2,15,Trent Murphy,Outside Linebacker,77,250,Mesa(AZ)
841,Baltimore,52,2014,2,16,Timmy Jernigan,Defensive Tackle,74,299,Lake City(FL)
842,New York,2641,2014,2,17,Jace Amaro,Tight End,77,265,San Antonio(TX)
843,Los Angeles,59,2014,2,18,Jeremiah Attaochu,Outside Linebacker,75,252,Washington(DC)
844,Chicago,99,2014,2,19,Ego Ferguson,Defensive Tackle,75,315,Frederick(MD)
845,Arizona,87,2014,2,20,Troy Niklas,Tight End,79,270,Fullerton(CA)
846,Green Bay,278,2014,2,21,Davante Adams,Wide Receiver,73,212,Palo Alto(CA)
847,Tennessee,264,2014,2,22,Bishop Sankey,Running Back,70,209,Spokane(WA)
848,Cincinnati,99,2014,2,23,Jeremy Hill,Running Back,73,233,Baton Rouge(LA)
849,Denver,84,2014,2,24,Cody Latimer,Wide Receiver,75,215,Dayton(OH)
850,San Francisco,194,2014,2,25,Carlos Hyde,Running Back,72,230,Naples(FL)
851,Indianapolis,194,2014,2,27,Jack Mewhort,Offensive Tackle,78,309,Toledo(OH)
852,Carolina,142,2014,2,28,Kony Ealy,Defensive End,76,273,New Madrid(MO)
853,Jacksonville,213,2014,2,29,Allen Robinson,Wide Receiver,75,220,Southfield(MI)
854,Miami,99,2014,2,31,Jarvis Landry,Wide Receiver,72,205,Convent(LA)
855,Seattle,142,2014,2,32,Justin Britt,Offensive Tackle,78,325,Lebanon(MO)
856,Houston,2294,2014,3,1,C.J. Fiedorowicz,Tight End,78,265,Johnsburg(IL)
857,Washington,258,2014,3,2,Morgan Moses,Offensive Tackle,78,314,Richmond(VA)
858,Tampa Bay,277,2014,3,5,Charles Sims,Running Back,72,214,Houston(TX)
859,San Francisco,30,2014,3,6,Marcus Martin,Center,75,320,Los Angeles (CA)
860,Minnesota,204,2014,3,8,Scott Crichton,Defensive End,75,273,Tacoma(WA)
861,Buffalo,97,2014,3,9,Preston Brown,Inside Linebacker,73,251,Cincinnati(OH)
862,New York,183,2014,3,10,Jay Bromley,Defensive Tackle,75,306,Jamaica(NY)
863,Los Angeles,2,2014,3,11,Tre Mason,Running Back,69,207,Palm Beach(FL)
864,Detroit,8,2014,3,12,Travis Swanson,Center,77,312,Kingwood(TX)
865,San Francisco,275,2014,3,13,Chris Borland,Inside Linebacker,72,248,Kettering(OH)
866,Washington,158,2014,3,14,Spencer Long,Offensive Guard,77,320,Elkhorn(NE)
867,Baltimore,52,2014,3,15,Terrence Brooks,Safety,71,198,Dunnellon(FL)
868,Las Vegas,344,2014,3,17,Gabe Jackson,Offensive Guard,75,336,Liberty(MS)
869,Chicago,9,2014,3,18,Will Sutton,Defensive Tackle,73,303,Corona(CA)
870,Houston,87,2014,3,19,Louis Nix III,Defensive Tackle,74,331,Jacksonville(FL)
871,Arizona,153,2014,3,20,Kareem Martin,Defensive End,78,272,Roanoke Rapids(NC)
872,Green Bay,2572,2014,3,21,Khyri Thornton,Defensive Tackle,75,304,Panama City(FL)
873,Philadelphia,2483,2014,3,22,Josh Huff,Wide Receiver,71,206,Houston(TX)
874,Kansas City,242,2014,3,23,Phillip Gaines,Cornerback,72,193,Converse(TX)
875,Los Angeles,87,2014,3,25,Chris Watt,Offensive Guard,75,310,Glen Ellyn(IL)
876,Indianapolis,145,2014,3,26,Donte Moncrief,Wide Receiver,74,221,Raleigh(MS)
877,Carolina,99,2014,3,28,Trai Turner,Offensive Guard,75,310,New Orleans(LA)
878,Jacksonville,2390,2014,3,29,Brandon Linder,Offensive Guard,78,311,Southwest Ranches(FL)
879,Denver,130,2014,3,31,Michael Schofield,Offensive Tackle,79,301,Orland Park(IL)
880,Pittsburgh,2309,2014,3,33,Dri Archer,Running Back,68,173,Laurel(FL)
881,Green Bay,25,2014,3,34,Richard Rodgers,Tight End,76,257,Worcester(MA)
882,Baltimore,36,2014,3,35,Crockett Gillmore,Tight End,78,260,Bushland(TX)
883,San Francisco,228,2014,3,36,Brandon Thomas,Offensive Guard,75,317,Spartanburg(SC)
884,Philadelphia,57,2014,4,1,Jaylen Watkins,Cornerback,72,194,Cape Coral(FL)
885,Washington,228,2014,4,2,Bashaud Breeland,Cornerback,71,197,Allendale(SC)
886,Atlanta,52,2014,4,3,Devonta Freeman,Running Back,68,206,Miami(FL)
887,New York,201,2014,4,4,Jalen Saunders,Wide Receiver,69,165,Elk Grove(CA)
888,New England,52,2014,4,5,Bryan Stork,Center,76,315,Vero Beach(FL)
889,San Francisco,2579,2014,4,6,Bruce Ellington,Wide Receiver,69,197,Moncks Corner(SC)
890,Las Vegas,2348,2014,4,7,Justin Ellis,Defensive Tackle,74,334,Monroe(LA)
891,Seattle,26,2014,4,8,Cassius Marsh,Defensive End,76,252,Simi Valley(CA)
892,Buffalo,150,2014,4,9,Ross Cockrell,Cornerback,72,191,Waxhaw(NC)
893,Los Angeles,328,2014,4,10,Maurice Alexander,Safety,73,220,Saint Louis(MO)
894,Cincinnati,153,2014,4,11,Russell Bodine,Center,75,310,Scottsville(VA)
895,Tennessee,213,2014,4,12,DaQuan Jones,Defensive Tackle,76,322,Johnson City(NY)
896,New York,103,2014,4,13,Andre Williams,Running Back,71,230,Schnecksville(PA)
897,Jacksonville,201,2014,4,14,Aaron Colvin,Cornerback,71,177,Tulsa(OK)
898,Las Vegas,254,2014,4,16,Keith McGill,Cornerback,75,211,La Mirada(CA)
899,Chicago,12,2014,4,17,Ka'Deem Carey,Running Back,69,207,Tucson(AZ)
900,Pittsburgh,228,2014,4,18,Martavis Bryant,Wide Receiver,76,211,Calhoun Falls(SC)
901,Dallas,2294,2014,4,19,Anthony Hitchens,Outside Linebacker,72,240,Lorain(OH)
902,Arizona,259,2014,4,20,Logan Thomas,Quarterback,78,248,Lynchburg(VA)
903,Green Bay,9,2014,4,21,Carl Bradford,Outside Linebacker,73,250,Norco(CA)
904,Tennessee,2751,2014,4,22,Marqueston Huff,Cornerback,71,196,Texarkana(TX)
905,Seattle,333,2014,4,23,Kevin Norwood,Wide Receiver,74,198,D'Iberville(MS)
906,Kansas City,2483,2014,4,24,De'Anthony Thomas,Running Back,69,174,Los Angeles(CA)
907,New Orleans,25,2014,4,26,Khairi Fortt,Outside Linebacker,74,248,Stamford(CT)
908,Carolina,153,2014,4,28,Tre Boston,Safety,72,204,Ft. Myers(FL)
909,San Francisco,152,2014,4,29,Dontae Johnson,Cornerback,74,200,Pennington(NJ)
910,New England,275,2014,4,30,James White,Running Back,69,204,Fort Lauderdale(FL)
911,Chicago,135,2014,4,31,Brock Vereen,Safety,72,199,Valencia(CA)
912,Seattle,103,2014,4,32,Kevin Pierre-Louis,Outside Linebacker,73,232,Norwalk(CT)
913,Detroit,328,2014,4,33,Nevin Lawson,Cornerback,70,190,Lauderhill(FL)
914,Baltimore,258,2014,4,34,Brent Urban,Defensive Tackle,79,295,Mississauga(ON)
915,Houston,221,2014,4,35,Tom Savage,Quarterback,76,228,Springfield(PA)
916,Atlanta,87,2014,4,39,Prince Shembo,Outside Linebacker,73,253,Charlotte(NC)
917,New England,24,2014,4,40,Cameron Fleming,Offensive Tackle,77,323,Houston(TX)
918,Philadelphia,2483,2014,5,1,Taylor Hart,Defensive End,78,281,Tualatin(OR)
919,Washington,2655,2014,5,2,Ryan Grant,Wide Receiver,72,199,Beaumont(TX)
920,Jacksonville,52,2014,5,4,Telvin Smith,Outside Linebacker,75,218,Valdosta(GA)
921,Minnesota,24,2014,5,5,David Yankey,Offensive Guard,78,315,Roswell(GA)
922,Dallas,221,2014,5,6,Devin Street,Wide Receiver,75,189,Bethlehem(PA)
923,Atlanta,2509,2014,5,7,Ricardo Allen,Cornerback,69,187,Daytona Beach(FL)
924,Tampa Bay,2509,2014,5,9,Kevin Pamphile,Offensive Tackle,77,310,Miami(FL)
925,San Francisco,58,2014,5,10,Aaron Lynch,Defensive End,77,249,Cape Coral(FL)
926,Tennessee,96,2014,5,11,Avery Williamson,Inside Linebacker,73,246,Milan(TN)
927,New York,21,2014,5,12,Nat Berhe,Safety,71,193,Colton(CA)
928,Buffalo,239,2014,5,13,Cyril Richardson,Offensive Guard,77,329,Fort Worth(TX)
929,New York,66,2014,5,14,Jeremiah George,Inside Linebacker,71,234,Clearwater(FL)
930,Miami,61,2014,5,15,Arthur Lynch,Tight End,77,258,Dartmouth(MA)
931,Denver,99,2014,5,16,Lamin Barrow,Outside Linebacker,73,237,Marrero(LA)
932,Pittsburgh,12,2014,5,17,Shaquille Richardson,Cornerback,72,194,Carson(CA)
933,Jacksonville,8,2014,5,19,Chris Smith,Defensive End,73,266,Mount Ulla(NC)
934,Arizona,333,2014,5,20,Ed Stinson,Defensive End,75,287,Homestead(FL)
935,Green Bay,194,2014,5,21,Corey Linsley,Center,75,301,Youngstown(OH)
936,Philadelphia,24,2014,5,22,Ed Reynolds,Safety,73,207,Orange Park(FL)
937,Kansas City,61,2014,5,23,Aaron Murray,Quarterback,73,207,Tampa(FL)
938,Cincinnati,333,2014,5,24,AJ McCarron,Quarterback,75,220,Mobile(AL)
939,Los Angeles,2032,2014,5,25,Ryan Carrethers,Defensive Tackle,73,337,Nashville(TN)
940,Indianapolis,2050,2014,5,26,Jonathan Newsome,Defensive End,75,247,Cleveland(OH)
941,New Orleans,333,2014,5,27,Vinnie Sunseri,Safety,71,210,Tuscaloosa(AL)
942,Atlanta,183,2014,5,28,Marquis Spruill,Outside Linebacker,73,229,Hillside(NJ)
943,New Orleans,57,2014,5,29,Ronald Powell,Outside Linebacker,75,237,Moreno Valley(CA)
944,San Francisco,2226,2014,5,30,Keith Reaser,Cornerback,71,189,Miami(FL)
945,Seattle,2393,2014,5,32,Jimmy Staten,Defensive Tackle,75,311,Waycross(GA)
946,Pittsburgh,238,2014,5,33,Wesley Johnson,Center,77,297,Nashville(TN)
947,New York,30,2014,5,34,Devon Kennard,Outside Linebacker,75,249,Phoenix(AZ)
948,Baltimore,213,2014,5,35,John Urschel,Offensive Guard,75,313,Williamsville(NY)
949,Green Bay,275,2014,5,36,Jared Abbrederis,Wide Receiver,73,195,Wautoma(WI)
950,Houston,333,2014,6,1,Jeoffrey Pagan,Defensive End,76,310,Asheville(NC)
951,Tennessee,99,2014,6,2,Zach Mettenberger,Quarterback,77,224,Watkinsville(GA)
952,New England,57,2014,6,3,Jon Halapio,Offensive Guard,76,323,St. Petersburg(FL)
953,San Francisco,2567,2014,6,4,Kenneth Acker,Cornerback,72,190,Portland(OR)
954,Houston,99,2014,6,5,Alfred Blue,Running Back,74,223,Boutte(LA)
955,Minnesota,259,2014,6,6,Antone Exum,Cornerback,72,213,Glen Allen(VA)
